radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,645,1,160,38,0,28.31129,-15.417261,3496,1099,1,1239165725,1501647527,0
GSM,645,1,120,419,0,28.303574,-15.411942,1000,15,1,1239145944,1239145944,0
GSM,645,1,160,808,0,28.331561,-15.448639,12826,465,1,1239165732,1501309919,0
GSM,645,1,160,57,0,28.33243,-15.414595,89061,378,1,1239165732,1501309919,0
GSM,645,1,160,58,0,28.356404,-15.448589,6600,437,1,1239165733,1501309919,0
GSM,645,1,160,527,0,28.354299,-15.437753,7184,500,1,1239165733,1501309919,0
GSM,645,1,160,529,0,28.341138,-15.460002,6335,351,1,1239165734,1501309793,0
GSM,645,1,160,8177,0,28.364537,-15.441698,6589,500,1,1239165735,1501249592,0
GSM,645,1,160,39,0,28.303604,-15.417717,3825,1196,1,1239165737,1501920746,0
GSM,645,1,120,67,0,28.287842,-15.40373,8297,1998,1,1239165745,1502539459,0
GSM,645,1,120,8047,0,28.288368,-15.407939,7619,2000,1,1239165746,1502519714,0
GSM,645,1,120,89,0,28.275444,-15.41232,2473,2000,1,1239165746,1502554939,0
GSM,645,1,120,298,0,28.276078,-15.412552,1523,2000,1,1239165748,1502552629,0
GSM,645,1,120,8358,0,28.284127,-15.41606,1242,1204,1,1239165748,1502554710,0
GSM,645,1,160,8477,0,28.283781,-15.432426,7147,1858,1,1239165750,1501921418,0
GSM,645,1,120,168,0,28.287214,-15.422745,5749,673,1,1239165751,1502518691,0
GSM,645,1,120,267,0,28.291407,-15.418491,4705,1481,1,1239165751,1502519555,0
GSM,645,1,160,17,0,28.319869,-15.412405,3259,500,1,1239165760,1502036343,0
GSM,645,1,160,18,0,28.3285,-15.421979,10290,500,1,1239165760,1501152066,0
GSM,645,1,160,259,0,28.339878,-15.420482,2757,500,1,1239165762,1501646870,0
GSM,645,1,120,27,0,28.321962,-15.394962,1000,13,1,1239145971,1239145971,0
GSM,645,1,100,969,0,28.321424,-15.38846,11788,2000,1,1239165772,1503674279,0
GSM,645,1,100,199,0,28.342189,-15.385875,5203,500,1,1239165772,1503476980,0
UMTS,645,2,115,95744,0,32.763290405273,-9.3308258056641,1000,3,1,1304768738,1305121951,0
UMTS,645,1,1008,103838,0,28.357772827148,-15.371932983398,1000,1,1,1307452731,1307452731,0
GSM,645,2,10112,31731,0,28.224563598633,-12.799758911133,1000,2,1,1337698715,1337698715,0
UMTS,645,2,112,162809,0,28.224907,-12.799587,1000,8,1,1337699071,1337699071,0
UMTS,645,2,112,163341,0,31.208393,-10.203719,11628,29,1,1338631443,1473907603,0
GSM,645,2,10115,31492,0,31.154869,-10.697946,44923,90,1,1338834618,1528609715,0
GSM,645,2,10115,31323,0,31.082922,-10.991537,9441,13,1,1340544084,1527321193,0
GSM,645,2,10115,31421,0,31.227951049805,-9.4283294677734,1000,2,1,1341415305,1341415305,0
UMTS,645,2,103,67335,0,28.349533,-15.371933,1000,2,1,1346617261,1444607700,0
UMTS,645,2,103,65885,0,28.302736,-15.414452,1000,52,1,1346675053,1486537788,0
UMTS,645,2,103,66235,0,28.304803,-15.419802,1000,7,1,1346675066,1476510943,0
UMTS,645,2,103,66233,0,28.306961,-15.414832,1000,21,1,1346676378,1486537788,0
UMTS,645,2,112,163460,0,28.429183959961,-13.119735717773,1000,11,1,1361112157,1361112157,0
UMTS,645,1,1008,103578,0,28.292392,-15.41546,1000,23,1,1361346123,1481774532,0
UMTS,645,2,103,68525,0,28.35434,-15.446091,1000,2,1,1361552107,1426500817,0
UMTS,645,3,100,1996903,0,28.640670776367,-12.961807250977,1000,5,1,1361618169,1361618169,0
UMTS,645,2,112,162691,0,27.855148,-12.531281,1000,2,1,1362017395,1362017395,0
GSM,645,1,250,1839,0,28.182093,-12.78332,43253,2000,1,1362491442,1544631896,0
UMTS,645,2,103,65918,0,28.324127,-15.406265,1000,2,1,1362573468,1362634655,0
UMTS,645,2,103,67685,0,28.32808,-15.423042,1931,37,1,1362654215,1462861346,0
UMTS,645,2,103,65924,0,28.324652,-15.406184,1000,17,1,1362654396,1465862193,0
UMTS,645,2,112,162771,0,28.246536,-12.802025,1000,20,1,1362872792,1382261813,0
UMTS,645,1,1008,103708,0,28.364639282227,-15.447463989258,1000,2,1,1362881080,1362881080,0
GSM,645,2,10113,31634,0,27.8679,-12.550605,1000,7,1,1362920637,1373862969,0
UMTS,645,1,1008,95607,0,28.360062,-15.428238,1000,3,1,1363091486,1408433799,0
UMTS,645,1,2108,621465,0,28.588961,-12.982671,1000,26,1,1363210993,1444096674,0
GSM,645,1,855,7232,0,25.004196166992,-13.137588500977,1000,1,1,1363604246,1363604246,0
GSM,645,1,855,7233,0,25.004196166992,-13.137588500977,1000,1,1,1363604365,1363604365,0
UMTS,645,1,1008,103887,0,28.283157,-15.415878,1000,12,1,1363791283,1481774573,0
UMTS,645,1,1008,103588,0,28.320866,-15.462742,1000,8,1,1363806393,1363834504,0
GSM,645,2,10114,30231,0,28.639067,-12.967897,4901,621,1,1363865651,1548233660,0
UMTS,645,1,1008,103888,0,28.28496,-15.416112,1000,9,1,1363881506,1494420114,0
UMTS,645,1,1008,95618,0,28.285217,-15.413132,1000,6,1,1363881563,1492421541,0
UMTS,645,3,100,1996412,0,28.638474,-12.976913,1000,5,1,1363918349,1363918349,0
UMTS,645,1,1008,96438,0,28.281784,-15.414505,1000,3,1,1364220060,1444806081,0
UMTS,645,2,112,164344,0,28.223465,-12.797012,1000,5,1,1364352236,1364352236,0
GSM,645,1,120,607,0,28.269995,-15.409618,3582,2000,1,1364471240,1502554935,0
UMTS,645,1,1008,103899,0,28.286361694336,-15.428237915039,1000,6,1,1364544279,1479397399,0
UMTS,645,1,1008,104607,0,28.299408,-15.416565,1000,8,1,1364664925,1481032475,0
UMTS,645,2,103,65884,0,28.300438,-15.417137,1000,24,1,1364974961,1486537788,0
UMTS,645,2,103,65879,0,28.301467895508,-15.417251586914,1000,2,1,1364955338,1364955338,0
UMTS,645,2,103,67265,0,28.317123,-15.38942,1000,15,1,1365051973,1483066734,0
UMTS,645,1,1008,96389,0,28.295974731445,-15.461196899414,1000,6,1,1365109167,1368452140,0
UMTS,645,1,1008,95738,0,28.296432,-15.461197,1000,3,1,1365090105,1365090105,0
UMTS,645,1,2108,627105,0,26.402234,-12.175152,1000,27,1,1365185478,1474800660,0
UMTS,645,1,2108,626976,0,25.920181274414,-12.255935668945,1000,5,1,1365213086,1365213086,0
UMTS,645,1,1008,95719,0,28.445663,-15.325241,1000,4,1,1365330374,1365330374,0
UMTS,645,2,1008,103988,0,28.279495239258,-15.424118041992,1000,1,1,1365483097,1365483097,0
UMTS,645,2,1008,96428,0,28.279495239258,-15.424118041992,1000,1,1,1365483412,1365483412,0
UMTS,645,2,112,161619,0,28.591232299805,-12.993392944336,1000,1,1,1365742229,1365742229,0
UMTS,645,1,1008,104738,0,28.33107,-15.428187,3246,27,1,1365796875,1483196703,0
UMTS,645,1,1008,96309,0,28.346786499023,-15.41862487793,1000,5,1,1366034090,1366034090,0
UMTS,645,1,1008,95788,0,28.345413,-15.418396,1000,6,1,1366054892,1418029741,0
UMTS,645,1,1008,104639,0,28.345413,-15.421829,1000,3,1,1366055131,1408433799,0
UMTS,645,1,2108,630167,0,28.64954,-13.00312,1000,24,1,1366379999,1460451187,0
UMTS,645,1,2108,629835,0,28.649706,-13.001271,1083,19,1,1366380059,1460451231,0
UMTS,645,1,2108,621476,0,28.656807,-12.986183,1000,4,1,1366380117,1460451176,0
UMTS,645,1,2108,621475,0,28.655777,-12.973251,1000,3,1,1366380236,1460451176,0
UMTS,645,1,1008,99558,0,32.071238,-14.094772,1000,16,1,1366392864,1366414288,0
GSM,645,2,10110,10073,0,24.287338,-17.478014,4838,5,1,1366415378,1489541048,0
UMTS,645,2,112,163259,0,28.64793,-12.963769,1000,7,1,1366470172,1445174734,0
UMTS,645,1,1008,99979,0,32.046261,-14.054432,1000,8,1,1366542271,1366623531,0
GSM,645,2,103,10072,0,24.303817749023,-17.481307983398,1000,5,1,1366911058,1366911058,0
UMTS,645,2,103,75614,0,23.959564,-17.064946,58555,1678,1,1367005518,1419941141,0
GSM,645,1,130,9048,0,28.310572,-15.375039,3922,683,1,1367149701,1503102666,0
UMTS,645,2,103,66035,0,25.865421,-17.923508,1000,8,1,1367150234,1437914591,0
UMTS,645,2,103,66034,0,25.864563,-17.924881,1000,2,1,1367150295,1437914591,0
UMTS,645,2,103,66404,0,28.301411,-15.378628,1000,24,1,1367400370,1441421092,0
GSM,645,2,10101,862,0,28.301467895508,-15.378799438477,1000,7,1,1367391248,1367391248,0
UMTS,645,2,103,66403,0,28.301468,-15.37674,1000,2,1,1367404728,1453171810,0
UMTS,645,1,1008,96308,0,28.367385864258,-15.393905639648,1000,15,1,1367619888,1371139421,0
UMTS,645,2,103,68264,0,28.297025,-15.40473,1000,17,1,1367661412,1486022543,0
UMTS,645,2,103,68258,0,28.300094604492,-15.403518676758,1000,1,1,1367641672,1367641672,0
UMTS,645,2,103,67234,0,28.293915,-15.407639,1000,4,1,1367661592,1492441463,0
UMTS,645,2,103,66234,0,28.311892,-15.41669,1000,44,1,1368100385,1492096232,0
UMTS,645,2,103,65573,0,28.312258,-15.422941,1000,7,1,1368100444,1477923107,0
UMTS,645,1,1008,95947,0,28.306863,-15.402047,1000,14,1,1368375961,1491911667,0
UMTS,645,2,112,163304,0,28.210831,-12.817612,1000,3,1,1368612053,1488521950,0
GSM,645,1,250,10387,0,28.224464,-12.833682,6803,107,1,1368623082,1545122236,0
GSM,645,1,100,3841,0,28.368284,-15.390045,4428,111,1,1368702416,1500533522,0
UMTS,645,2,112,141089,0,26.445106,-12.192487,6036,138,1,1368726105,1455071625,0
UMTS,645,2,112,141090,0,26.405743,-12.184525,1000,40,1,1368726222,1461434269,0
UMTS,645,1,2108,630205,0,28.239669799805,-12.82585144043,1000,4,1,1369063700,1369063700,0
GSM,645,2,10108,2173,0,28.363265991211,-15.425491333008,1000,1,1,1369064608,1369064608,0
UMTS,645,1,1008,96128,0,28.367385864258,-15.393905639648,1000,2,1,1369152675,1369152675,0
GSM,645,1,160,9542,0,28.363328,-15.473241,9345,89,1,1369421824,1501309365,0
GSM,645,1,160,9541,0,28.353303,-15.469464,2953,51,1,1369421943,1478229947,0
UMTS,645,1,1008,103817,0,28.235549926758,-15.380172729492,1000,2,1,1369507192,1369507192,0
UMTS,645,1,1008,104589,0,28.288458,-15.4007,1000,19,1,1369611374,1480990211,0
GSM,645,1,520,6171,0,31.342223,-12.025329,15267,844,1,1369969858,1519872793,0
GSM,645,1,520,6172,0,31.350386,-12.015915,19582,1521,1,1369969917,1519872493,0
UMTS,645,1,1008,103548,0,28.235549926758,-15.517501831055,1000,5,1,1370163878,1370163878,0
UMTS,645,2,103,67293,0,28.339564,-15.433273,3737,27,1,1370349504,1487397091,0
UMTS,645,2,103,65815,0,28.342233,-15.430623,2381,19,1,1370349744,1454341619,0
UMTS,645,1,1008,99947,0,32.664413452148,-13.662185668945,1000,1,1,1370356300,1370356300,0
GSM,645,2,10110,10071,0,24.242096,-17.474289,1000,18,1,1370694078,1376736855,0
GSM,645,3,6,21543,0,31.94206237793,-13.252944946289,1000,1,1,1371133595,1371133595,0
UMTS,645,2,103,67648,0,28.281555,-15.423431,1000,2,1,1371202391,1448095579,0
UMTS,645,2,103,67654,0,28.281326,-15.423431,1000,6,1,1371202448,1451640047,0
UMTS,645,2,103,65584,0,28.280868530273,-15.422744750977,1000,2,1,1371202691,1450001273,0
UMTS,645,2,103,65575,0,28.309479,-15.423889,1000,12,1,1371204754,1485627886,0
UMTS,645,2,103,67287,0,28.339920043945,-15.432357788086,1000,1,1,1371186728,1371186728,0
UMTS,645,1,1008,95599,0,28.291718,-15.412857,1000,10,1,1371324604,1489221055,0
UMTS,645,2,112,162639,0,28.069381713867,-12.636337280273,1000,5,1,1371652249,1371652249,0
UMTS,645,2,112,162640,0,28.069381713867,-12.636337280273,1000,3,1,1371882664,1371882664,0
GSM,645,1,250,10129,0,28.206251,-12.817282,53230,1739,1,1371974682,1549080450,0
GSM,645,2,10110,85,0,27.000961303711,-16.813888549805,1000,5,1,1372067222,1372067222,0
GSM,645,2,10110,82,0,27.000961303711,-16.813888549805,1000,4,1,1372067887,1372067887,0
UMTS,645,2,103,67295,0,28.33374,-15.436353,1000,22,1,1372175729,1457074051,0
UMTS,645,1,1008,103948,0,28.327560424805,-15.444717407227,1000,5,1,1372316679,1372316679,0
UMTS,645,1,1008,95959,0,28.330307006836,-15.451583862305,1000,1,1,1372413517,1372413517,0
UMTS,645,1,1008,95957,0,28.330032,-15.45076,1000,5,1,1372433378,1453086884,0
UMTS,645,1,1008,96307,0,28.359375,-15.393448,1018,6,1,1372488502,1401821581,0
UMTS,645,1,1008,104659,0,28.305587768555,-15.373306274414,1000,5,1,1372539562,1372539562,0
GSM,645,2,10102,1442,0,28.35090637207,-15.340347290039,1000,1,1,1372557132,1372557132,0
UMTS,645,2,103,66323,0,28.371963,-15.355454,2934,3,1,1372576990,1463363284,0
GSM,645,1,100,8067,0,28.347023,-15.352576,33879,4073,1,1372577050,1476528884,0
GSM,645,3,3,41852,0,28.714828491211,-16.537857055664,1000,9,1,1373450255,1373450255,0
UMTS,645,3,301,98194,0,28.352279663086,-15.437850952148,1000,1,1,1373638407,1373638407,0
GSM,645,2,10113,31631,0,27.870254516602,-12.551193237305,1000,2,1,1373863089,1373863089,0
GSM,645,3,1,31826,0,28.295974731445,-15.415878295898,1000,1,1,1373944638,1373944638,0
GSM,645,3,1,31823,0,28.29460144043,-15.415878295898,1000,3,1,1373944823,1373944823,0
GSM,645,2,10109,1771,0,28.270668,-15.402385,7451,2000,1,1374075101,1550045534,0
GSM,645,2,10109,1772,0,28.27704,-15.410492,8587,2000,1,1374075221,1550051243,0
UMTS,645,1,2108,629937,0,28.228409,-12.548447,2254,5,1,1374086014,1444737155,0
UMTS,645,1,2108,621637,0,28.225451,-12.544949,1730,4,1,1374086134,1505876333,0
GSM,645,1,100,9039,0,28.322363,-15.407077,2472,500,1,1374444776,1503229138,0
UMTS,645,2,112,163689,0,27.856521606445,-12.548446655273,1000,1,1,1374471502,1374471502,0
UMTS,645,2,112,163691,0,27.865345,-12.545013,1130,40,1,1374491362,1420628096,0
UMTS,645,2,103,69565,0,28.353195,-15.415421,1000,3,1,1374575081,1439785024,0
UMTS,645,1,1008,95679,0,28.315887,-15.376053,1376,4,1,1374599707,1442502241,0
UMTS,645,2,103,68225,0,28.313484,-15.406265,1000,8,1,1374673517,1459564268,0
GSM,645,2,10114,30232,0,28.650233,-12.997675,5215,2000,1,1375100487,1548303321,0
UMTS,645,2,112,161310,0,28.643417358398,-12.975540161133,1000,2,1,1375080866,1375080866,0
GSM,645,2,10114,32181,0,28.648438,-12.972242,6005,600,1,1375100730,1548235858,0
UMTS,645,3,301,97105,0,28.304214477539,-15.414505004883,1000,1,1,1375331733,1375331733,0
UMTS,645,1,1008,104067,0,28.283386,-15.418282,1354,12,1,1375439062,1492421577,0
UMTS,645,1,2108,629997,0,28.75602722168,-13.08952331543,1000,4,1,1375427116,1375427116,0
UMTS,645,1,1008,104658,0,28.31657409668,-15.377426147461,1000,3,1,1375526565,1375526565,0
UMTS,645,2,103,66543,0,28.318863,-15.378799,1000,3,1,1375546267,1463271224,0
GSM,645,1,130,9128,0,28.309601,-15.379586,5172,2000,1,1375546303,1503148898,0
UMTS,645,2,103,66394,0,28.324127,-15.380173,1390,6,1,1375546328,1438341798,0
UMTS,645,2,103,67995,0,28.31657409668,-15.377426147461,1000,2,1,1375546452,1435750121,0
UMTS,645,1,1008,103707,0,28.361893,-15.445202,1000,51,1,1375619751,1380981373,0
GSM,645,1,125,478,0,28.278121948242,-15.380172729492,1000,1,1,1375601127,1375601127,0
UMTS,645,1,1008,96008,0,28.278809,-15.379486,1000,2,1,1375620967,1457081642,0
GSM,645,1,235,1275,0,28.331680297852,-13.104629516602,1000,1,1,1375604276,1375604276,0
UMTS,645,1,2108,621095,0,28.31337,-13.099136,1000,3,1,1375619605,1375619605,0
UMTS,645,1,1008,96797,0,28.279495239258,-15.39665222168,1000,1,1,1375631099,1375631099,0
UMTS,645,1,1008,95827,0,28.276634,-15.408211,1000,12,1,1375651308,1492421541,0
UMTS,645,1,1008,104847,0,28.279152,-15.380173,1000,4,1,1375732202,1450060050,0
UMTS,645,2,103,65917,0,28.320693969727,-15.406265258789,1000,1,1,1375863785,1375863785,0
UMTS,645,2,103,65923,0,28.324356,-15.405579,1000,18,1,1375883645,1487177360,0
UMTS,645,2,112,141829,0,26.418137,-12.15184,1000,5,1,1375914259,1457043498,0
UMTS,645,2,103,66317,0,28.378372192383,-15.360946655273,1000,6,1,1375972759,1375972759,0
UMTS,645,2,103,65835,0,28.390732,-15.374305,1000,22,1,1376033007,1472858166,0
GSM,645,2,10101,853,0,28.309707641602,-15.36506652832,1000,2,1,1376100840,1376100840,0
UMTS,645,2,112,163719,0,28.238983,-12.805595,1000,4,1,1376167151,1490756287,0
UMTS,645,2,103,65804,0,28.276689,-15.372232,1263,23,1,1376381441,1445330637,0
UMTS,645,2,103,65798,0,28.274002075195,-15.37467956543,1000,3,1,1376361942,1376361942,0
UMTS,645,2,103,66945,0,28.275833,-15.437393,1000,3,1,1376473019,1469856497,0
UMTS,645,2,103,75615,0,24.242477,-17.473679,1000,9,1,1376756411,1419994218,0
UMTS,645,1,2108,621397,0,28.199844360352,-12.788772583008,1000,3,1,1376983425,1376983425,0
UMTS,645,1,2108,620887,0,28.248367,-12.552109,1000,3,1,1377058320,1455773041,0
UMTS,645,3,301,97063,0,28.315201,-15.422882,1000,10,1,1377451872,1377451872,0
UMTS,645,2,112,163421,0,28.206711,-12.850113,1000,3,1,1377685857,1377685857,0
UMTS,645,1,1008,96497,0,28.334426879883,-15.385665893555,1000,2,1,1377843262,1377843262,0
UMTS,645,1,1008,104967,0,28.334426879883,-15.385665893555,1000,1,1,1377843328,1377843328,0
UMTS,645,3,301,97065,0,28.308334350586,-15.43098449707,1000,3,1,1377919954,1377919954,0
UMTS,645,1,2108,621446,0,28.621445,-12.954025,1737,3,1,1378021113,1462931218,0
GSM,645,3,7,41552,0,23.144760131836,-15.288162231445,1000,27,1,1378117483,1378122816,0
UMTS,645,2,112,162765,0,28.24173,-12.802048,1000,6,1,1378139212,1490756287,0
UMTS,645,1,1008,98537,0,28.445663452148,-14.439468383789,1000,5,1,1378206055,1378206055,0
UMTS,645,1,2108,620977,0,28.624763,-12.995911,1910,12,1,1378325177,1439825542,0
UMTS,645,1,2108,621176,0,28.629684448242,-13.01399230957,1000,3,1,1378406801,1378406801,0
UMTS,645,1,2108,630035,0,28.629684448242,-13.01399230957,1000,2,1,1378406919,1378406919,0
UMTS,645,2,112,163715,0,28.236923217773,-12.799758911133,1000,1,1,1378612083,1378612083,0
UMTS,645,2,112,163713,0,28.239474,-12.803683,1000,7,1,1378631944,1490756287,0
GSM,645,2,10110,1203,0,25.841637,-17.872423,7190,26,1,1378800755,1514788600,0
UMTS,645,2,103,67313,0,28.269882,-15.404892,1000,3,1,1378833278,1427450845,0
UMTS,645,2,103,67307,0,28.268508911133,-15.404891967773,1000,1,1,1378813537,1378813537,0
UMTS,645,1,2108,621215,0,28.418197631836,-13.156814575195,1000,5,1,1378952533,1378952533,0
UMTS,645,1,2108,50594049,0,28.418197631836,-13.156814575195,1000,1,1,1378952414,1378952414,0
GSM,645,1,100,8217,0,28.328576,-15.405557,4052,2000,1,1379153424,1503661951,0
UMTS,645,3,100,1996192,0,28.760147094727,-13.08952331543,1000,2,1,1379405011,1379405011,0
UMTS,645,3,100,1996242,0,28.760147094727,-13.08952331543,1000,1,1,1379405075,1379405075,0
GSM,645,3,5,33491,0,28.759003,-13.089523,1000,6,1,1379409158,1379409158,0
GSM,645,3,5,32871,0,28.760147094727,-13.08952331543,1000,2,1,1379409038,1379409038,0
